city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours
city_16,0.91,Male,Has relevent experience,no_enrollment,High School,,7,10000+,Pvt Ltd,1,20
city_21,0.624,Male,No relevent experience,,,,3,Not Applicable,Not Applicable,never,38
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,5,Not Applicable,Not Applicable,2,212
city_90,0.698,Unknown,Has relevent experience,no_enrollment,High School,,11,<10,Pvt Ltd,2,77
city_105,0.794,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,2,85
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,500-999,NGO,1,57
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,13,50-99,Pvt Ltd,>4,51
city_107,0.518,Male,No relevent experience,Full time course,High School,,2,Not Applicable,Pvt Ltd,never,28
city_101,0.5579999999999999,Male,Has relevent experience,no_enrollment,High School,,3,Not Applicable,Not Applicable,never,14
city_21,0.624,Male,Has relevent experience,,Graduate,STEM,<1,50-99,Pvt Ltd,1,5
city_83,0.923,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,20,100-500,Funded Startup,1,51
city_57,0.866,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Not Applicable,1,32
city_21,0.624,Female,No relevent experience,Full time course,High School,,2,10000+,Pvt Ltd,never,40
city_128,0.527,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,1,4
city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Not Applicable,Not Applicable,3,54
city_39,0.898,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,500-999,Public Sector,1,50
city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,4,18
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,Not Applicable,Not Applicable,1,200
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,13,100-500,Pvt Ltd,1,107
city_21,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,6,100-500,Pvt Ltd,>4,200
city_67,0.855,Male,Has relevent experience,no_enrollment,High School,,3,100-500,Funded Startup,1,5
city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,<10,Public Sector,>4,21
city_67,0.855,Male,No relevent experience,no_enrollment,High School,,6,Not Applicable,Pvt Ltd,never,138
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,17,50-99,Pvt Ltd,3,103
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,5000-9999,Pvt Ltd,never,109
city_160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,3,Not Applicable,Not Applicable,1,66
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,never,26
city_21,0.624,Female,Has relevent experience,no_enrollment,Masters,STEM,5,10000+,Pvt Ltd,1,72
city_21,0.624,Female,Has relevent experience,Full time course,Graduate,STEM,5,Not Applicable,Public Sector,1,182
city_19,0.682,Male,No relevent experience,Full time course,Graduate,STEM,2,Not Applicable,Not Applicable,never,40
city_99,0.915,Unknown,No relevent experience,Full time course,High School,,3,Not Applicable,Not Applicable,,23
city_16,0.91,Male,Has relevent experience,Full time course,High School,,3,50-99,Pvt Ltd,1,19
city_16,0.91,Unknown,No relevent experience,,Primary School,,>20,Not Applicable,Not Applicable,never,150
city_23,0.899,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,Not Applicable,Not Applicable,2,30
city_65,0.802,Unknown,Has relevent experience,Part time course,Graduate,STEM,6,Not Applicable,Not Applicable,2,25
city_10,0.895,Unknown,No relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,2,62
city_73,0.754,Unknown,No relevent experience,Full time course,Graduate,STEM,2,Not Applicable,Not Applicable,never,89
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Masters,STEM,12,50-99,Pvt Ltd,3,26
city_102,0.804,Male,Has relevent experience,Part time course,Graduate,STEM,>20,Not Applicable,Not Applicable,1,24
city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,<10,Pvt Ltd,1,23
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Not Applicable,Not Applicable,>4,15
city_40,0.7759999999999999,Male,No relevent experience,Full time course,Graduate,STEM,8,Not Applicable,Not Applicable,2,31
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Not Applicable,never,27
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Not Applicable,Not Applicable,1,112
city_103,0.92,Unknown,No relevent experience,no_enrollment,,,>20,500-999,Not Applicable,2,84
city_21,0.624,Unknown,No relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1,56
city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,<10,Not Applicable,,52
city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Not Applicable,Not Applicable,1,167
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,3,10/49,Funded Startup,1,67
city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,1,45
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Public Sector,>4,200
city_73,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Funded Startup,1,106
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,8,10000+,Pvt Ltd,1,92
city_103,0.92,Male,No relevent experience,Full time course,High School,,8,500-999,NGO,1,4
city_11,0.55,Unknown,No relevent experience,no_enrollment,Graduate,STEM,<1,Not Applicable,Not Applicable,never,81
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,Not Applicable,Not Applicable,1,23
city_21,0.624,Unknown,Has relevent experience,,Graduate,STEM,4,100-500,Not Applicable,1,15
city_74,0.579,Male,No relevent experience,no_enrollment,Graduate,Other,2,10/49,NGO,1,163
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,100
city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,3,Not Applicable,Pvt Ltd,1,27
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Not Applicable,2,11
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,108
city_160,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,17,Not Applicable,Not Applicable,>4,39
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,2,77
city_114,0.926,Male,Has relevent experience,Full time course,Masters,STEM,5,1000-4999,Public Sector,1,90
city_11,0.55,Unknown,No relevent experience,Full time course,High School,,1,Not Applicable,Not Applicable,1,48
city_149,0.6890000000000001,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,35
city_103,0.92,Unknown,No relevent experience,no_enrollment,Primary School,,1,Not Applicable,Pvt Ltd,never,15
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,18,50-99,Pvt Ltd,>4,28
city_152,0.698,Unknown,Has relevent experience,no_enrollment,Masters,STEM,15,Not Applicable,Pvt Ltd,1,42
city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,15,Not Applicable,Pvt Ltd,1,55
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Not Applicable,1,31
city_103,0.92,Unknown,No relevent experience,Full time course,Graduate,STEM,2,10000+,Pvt Ltd,,25
city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,1,41
city_30,0.698,Unknown,No relevent experience,Full time course,,,4,50-99,Funded Startup,1,18
city_19,0.682,Female,No relevent experience,no_enrollment,Graduate,STEM,3,100-500,NGO,1,83
city_21,0.624,Unknown,Has relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,1,54
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,1,13
city_114,0.926,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,Not Applicable,Not Applicable,4,322
city_165,0.903,Male,No relevent experience,no_enrollment,Phd,STEM,2,50-99,Public Sector,1,166
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,7,500-999,Pvt Ltd,2,47
city_102,0.804,Male,No relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,2,15
city_21,0.624,Male,No relevent experience,Full time course,High School,,1,Not Applicable,Not Applicable,never,148
city_103,0.92,Male,Has relevent experience,Full time course,Graduate,Business Degree,>20,10/49,Pvt Ltd,3,7
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,1,22
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,1,168
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,6,1000-4999,Pvt Ltd,1,21
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,No Major,8,50-99,Pvt Ltd,1,13
city_114,0.926,Male,Has relevent experience,Part time course,High School,,6,1000-4999,Pvt Ltd,1,104
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Funded Startup,>4,248
city_123,0.738,Unknown,No relevent experience,Full time course,Graduate,Other,13,Not Applicable,Not Applicable,1,234
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,10
city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,7,100-500,NGO,2,90
city_21,0.624,Unknown,No relevent experience,no_enrollment,Masters,STEM,2,100-500,Pvt Ltd,2,74
city_71,0.884,Other,No relevent experience,Full time course,Graduate,STEM,2,Not Applicable,Not Applicable,1,68
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10/49,Pvt Ltd,>4,144
city_103,0.92,Unknown,No relevent experience,Part time course,Graduate,STEM,2,Not Applicable,Not Applicable,1,29
city_61,0.913,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,29
city_103,0.92,Unknown,No relevent experience,no_enrollment,Graduate,Business Degree,1,50-99,Pvt Ltd,1,12
city_143,0.74,Male,Has relevent experience,no_enrollment,Masters,STEM,11,10/49,Pvt Ltd,2,127
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,9,1000-4999,Pvt Ltd,1,16
city_114,0.926,Male,Has relevent experience,no_enrollment,,,4,100-500,Pvt Ltd,1,75
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,>4,20
city_123,0.738,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,2,113
city_136,0.897,Male,No relevent experience,Full time course,Graduate,STEM,2,Not Applicable,Not Applicable,never,332
city_114,0.926,Female,Has relevent experience,no_enrollment,High School,,4,100-500,Pvt Ltd,never,26
city_100,0.887,Male,No relevent experience,no_enrollment,Masters,STEM,9,<10,Not Applicable,>4,20
city_70,0.698,Unknown,No relevent experience,no_enrollment,Primary School,,1,Not Applicable,Not Applicable,never,13
city_100,0.887,Male,No relevent experience,no_enrollment,Primary School,,1,Not Applicable,Not Applicable,never,288
city_21,0.624,Unknown,Has relevent experience,Part time course,Masters,STEM,6,10000+,Pvt Ltd,1,35
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Not Applicable,Not Applicable,>4,72
city_23,0.899,Male,Has relevent experience,no_enrollment,High School,,>20,Not Applicable,Not Applicable,1,74
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,42
city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,Humanities,20,Not Applicable,Not Applicable,4,40
city_114,0.926,Unknown,Has relevent experience,Part time course,Graduate,STEM,12,10/49,NGO,1,2
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,Not Applicable,Not Applicable,4,170
city_103,0.92,Unknown,Has relevent experience,Part time course,Masters,STEM,2,10000+,NGO,1,41
city_23,0.899,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,NGO,1,22
city_27,0.848,Unknown,No relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,8
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,50
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Public Sector,>4,101
city_16,0.91,Male,No relevent experience,no_enrollment,High School,,<1,Not Applicable,Not Applicable,never,63
city_73,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,>20,10/49,Pvt Ltd,1,20
city_179,0.512,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10/49,Pvt Ltd,1,53
city_16,0.91,Male,No relevent experience,,Graduate,STEM,>20,10/49,Pvt Ltd,1,12
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,>4,76
city_21,0.624,Female,Has relevent experience,Full time course,Graduate,STEM,1,50-99,Pvt Ltd,never,17
city_104,0.924,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,NGO,1,7
city_65,0.802,Male,Has relevent experience,Part time course,Masters,STEM,9,500-999,Pvt Ltd,4,61
city_21,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,3,5000-9999,Pvt Ltd,1,8
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Humanities,13,Not Applicable,Not Applicable,1,68
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,2,15
city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,No Major,14,<10,Pvt Ltd,>4,22
city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,>20,50-99,Pvt Ltd,>4,23
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Funded Startup,2,87
city_61,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,>4,40
city_23,0.899,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,4,14
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,Other,8,500-999,Pvt Ltd,2,128
city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,10,50-99,Pvt Ltd,1,25
city_61,0.913,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,3,220
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,2,33
city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,1000-4999,Pvt Ltd,2,17
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,2,26
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,50-99,Funded Startup,1,4
city_103,0.92,Male,Has relevent experience,no_enrollment,High School,,9,10/49,Early Stage Startup,1,29
city_50,0.8959999999999999,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Public Sector,1,11
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,Not Applicable,2,23
city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Not Applicable,Not Applicable,1,13
city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,80
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,5000-9999,Pvt Ltd,>4,250
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,20,10/49,Early Stage Startup,1,56
city_115,0.789,Female,No relevent experience,no_enrollment,Graduate,STEM,2,Not Applicable,Not Applicable,never,82
city_160,0.92,Male,Has relevent experience,no_enrollment,Primary School,,>20,100-500,Pvt Ltd,1,66
city_21,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,6,Not Applicable,Not Applicable,never,16
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,Other,1,50-99,Pvt Ltd,,222
city_114,0.926,Male,No relevent experience,no_enrollment,Phd,STEM,>20,1000-4999,Public Sector,>4,63
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,500-999,Pvt Ltd,2,81
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,>20,Not Applicable,Not Applicable,>4,22
city_128,0.527,Male,No relevent experience,Full time course,High School,,<1,Not Applicable,Not Applicable,never,25
city_77,0.83,Male,Has relevent experience,no_enrollment,Phd,Business Degree,20,50-99,Pvt Ltd,1,57
city_103,0.92,Male,No relevent experience,Full time course,Masters,STEM,14,Not Applicable,Not Applicable,never,136
city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,18,1000-4999,Pvt Ltd,4,72
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,2,28
city_136,0.897,Male,No relevent experience,Full time course,Graduate,STEM,7,Not Applicable,Not Applicable,1,32
city_41,0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,5000-9999,Pvt Ltd,2,30
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,4,Not Applicable,Pvt Ltd,1,40
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,NGO,3,35
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1000-4999,Pvt Ltd,>4,160
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,Business Degree,>20,1000-4999,Pvt Ltd,>4,14
city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,1000-4999,Pvt Ltd,1,55
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,68
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,2,10000+,Pvt Ltd,never,112
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,1,25
city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,Not Applicable,Not Applicable,1,58
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Pvt Ltd,1,196
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,18
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,Business Degree,3,<10,Pvt Ltd,1,66
city_11,0.55,Unknown,No relevent experience,Part time course,Graduate,STEM,1,Not Applicable,Not Applicable,1,10
city_165,0.903,Other,Has relevent experience,no_enrollment,Graduate,Humanities,3,<10,Pvt Ltd,1,33
city_36,0.893,Male,Has relevent experience,Full time course,Masters,STEM,10,1000-4999,Public Sector,4,42
city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10/49,Not Applicable,>4,73
city_67,0.855,Unknown,Has relevent experience,Part time course,Graduate,STEM,9,100-500,Pvt Ltd,1,139
city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,No Major,15,Not Applicable,Not Applicable,>4,20
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Not Applicable,Not Applicable,2,43
